item_no,item_name,category,kind,requests,part_numbers,merged_from
HYD-0017,Arm Jack Seal Kit,Hydraulics,part,1,,Arm Jack Seal Kit
HYD-0018,Backhoe Bucket Jack Seal,Hydraulics,part,1,,Backhose Bucket Jack Seal
HYD-0019,Balcon Valve Repair Kit,Hydraulics,part,1,,Balcon valve R/Kit
HYD-0020,Ball Valve,Hydraulics,part,1,,Ball Valve
HYD-0021,Bucket Arm Bush,Hydraulics,part,1,,Bucket Arm Bush
HYD-0022,GI Valve,Hydraulics,part,1,,1/2 GI Valve
HYD-0023,Hose Adapter,Hydraulics,part,1,,Hose Adapter
HYD-0024,Hydraulic Level Stick,Hydraulics,part,1,,1. Hydraulic Level Stick
HYD-0025,Hydraulic Pump Coupling,Hydraulics,part,1,,Hydraulic Pump coupling
HYD-0026,Hydraulic Pump Regulator,Hydraulics,part,1,,Hydrolic Pump Regulator
HYD-0027,Hydraulic Return Filter Cover,Hydraulics,part,1,,Hydraulic return filter Cover
HYD-0028,Jack Seal,Hydraulics,part,1,6000,Jack Sed
HYD-0029,Jack Seal Kit (Bucket),Hydraulics,part,1,,Jack Seal rit (bucket)
HYD-0030,Loader Bucket Jack Seal,Hydraulics,part,1,,Loader Bucket Jack Seal
HYD-0031,Main Hydraulic Spool Valve Solenoid,Hydraulics,part,1,,Main Hy/ Spool- Valve Solonaid Unit
HYD-0032,Main Jack Bush,Hydraulics,part,1,,Main Jack Bush
HYD-0033,Multi Jack Seal,Hydraulics,part,1,,Multi Jack Seal
HYD-0034,Piston Rod,Hydraulics,part,1,,Piston Rod
HYD-0035,Pneumatic Hose Socket,Hydraulics,part,1,,NEwmatic Hose Socket - I socket
HYD-0036,Power Steering Jack Seal,Hydraulics,part,1,,Power Steering jack seal
HYD-0037,Pressure Relief Valve,Hydraulics,part,1,,Presure Relief Valve (Over Flow Valve)
HYD-0038,Pump Stator,Hydraulics,part,1,,Pls pump stator
HYD-0039,Steering Jack Seal Kit,Hydraulics,part,1,,Steering Jack Seal kit
HYD-0040,Swing Jack Bush,Hydraulics,part,1,,Swing Jack Bush
HYD-0041,Swing Jack Seal Kit,Hydraulics,part,1,,Swing Jack Seal Kit
HYD-0042,Thruster,Hydraulics,part,1,,Thruster
HYD-0043,Tipping Jack Seal,Hydraulics,part,1,,Tipping jack seal
HYD-0044,Tipping Jack Seal Kit,Hydraulics,part,1,,Tipping Jack Seal Kit
HYD-0045,Travel Motor Seal,Hydraulics,part,1,,Travelling Motor Seal
HYD-0046,Vanes,Hydraulics,part,1,,Vanes
LUB-0001,Diesel,Lubricants & Fluids,consumable,16,,Diesel | Diesel (Ltr) | Diesel — For Repair
LUB-0002,WD-40,Lubricants & Fluids,consumable,15,WD-40 | 400ml,WD 40
LUB-0003,Brake Oil,Lubricants & Fluids,consumable,13,250ml | 350ml | 500ml | L-1 | 1 Ltr | 1000ml | DOT-5,Brake oil 250ml | Brake oil 500ml | Brake Oil | Break Oil
LUB-0004,Coolant,Lubricants & Fluids,consumable,4,,Coolant (Can) | Coolant | Radiator Coolant | Coolent
LUB-0005,Fan Clutch Gel,Lubricants & Fluids,consumable,4,,Fan Clutch Gel | fan cluth gel | Fan Gell
LUB-0006,Grease,Lubricants & Fluids,consumable,4,,Grease
LUB-0007,HD-68 Hydraulic Oil,Lubricants & Fluids,consumable,4,,HD-68 Hy/ Oil | HD-68 Oil | HD-68 Oil (Valvoline)
LUB-0008,Rubber Grease,Lubricants & Fluids,consumable,4,,Rubber Grease
LUB-0009,Hub Grease,Lubricants & Fluids,consumable,3,18kg Bucket,Hub Grease 500g | Hub Grease | Hub Grease 12Kg (Valvoline) — Kg
LUB-0010,Petrol Engine Oil,Lubricants & Fluids,consumable,3,,Petrol Engine Oil
LUB-0011,15W-40 Engine Oil,Lubricants & Fluids,consumable,2,,15w 40 (Valvoline) | CI-4 15w 40
LUB-0012,20W-50 Engine Oil,Lubricants & Fluids,consumable,1,,20w-50 Petrol Elite
LUB-0013,Automatic Transmission Fluid,Lubricants & Fluids,consumable,1,AT FLUID D-11,Automatic Transmission Fluid 4 Ltr Can — 4 Ltr Can
LUB-0014,CV Grease,Lubricants & Fluids,consumable,1,,CV Grease
LUB-0015,Diesel Fuel Additive,Lubricants & Fluids,consumable,1,,warth diesel fuel additive
LUB-0016,Engine Oil,Lubricants & Fluids,consumable,1,,Engine Oil
LUB-0017,Farm Oil,Lubricants & Fluids,consumable,1,,Farm Oil
LUB-0018,Gear Oil,Lubricants & Fluids,consumable,1,,80W 90 Gear Oil
LUB-0019,HD-46 Hydraulic Oil,Lubricants & Fluids,consumable,1,,HD-46 Hy/Oil
LUB-0020,Kerosene,Lubricants & Fluids,consumable,1,,Kerosene
LUB-0021,Soltron,Lubricants & Fluids,consumable,1,,Soltron
LUB-0022,Synchro Grease,Lubricants & Fluids,consumable,1,,Synchro Grease
LUB-0023,Used Diesel,Lubricants & Fluids,consumable,1,,Used Diesel
OTH-0001,Plug,Other,part,5,,plug
OTH-0002,Shoe,Other,part,5,,shoe
OTH-0003,Holder,Other,part,4,,Holder
OTH-0004,Drum Mount,Other,part,3,,Dram Mount | Drum Mount
OTH-0005,Perspex Sheet,Other,consumable,3,,1. Perspex sheet | Perspex Sheet
OTH-0006,Unidentified Item,Other,part,3,DAH-2471 | PH-6742,\
OTH-0007,Wacker Shoe with 4 Stud,Other,part,3,,EH 9 Waccker Shoe with 4 Stud | Waccker Shoe with 4 Stud
OTH-0008,WiFi Adapter,Other,part,3,,Wifi Adapter
OTH-0009,Bend,Other,part,2,,"Bend 3 | bend,"
OTH-0010,Catloy,Other,part,2,,Catloy
OTH-0011,Copper Sheet,Other,consumable,2,,2. Copper sheet | Copper sheet
OTH-0012,Rammer Shoe,Other,part,2,,Rammer shoe
OTH-0013,Rubber Mount,Other,part,2,,Rubber Mount
OTH-0014,Track Link,Other,part,2,,Track Link | 5. Track link set
OTH-0015,228 Needle,Other,part,1,,228 Needle
OTH-0016,A/C Pump Pin,Other,part,1,,A/C pump Pin
OTH-0017,Aluminium Bar,Other,consumable,1,,Aluminium Bar 3' — Ft
OTH-0018,Aluminium L Angle,Other,consumable,1,,"Alluminium L Angle 1/2"" — Ft"
OTH-0019,Bakura,Other,part,1,NFC-158 | FC-1104,NFC-158/FC-1104 Bakura
OTH-0020,Beaming Bozo,Other,part,1,,Beaming bozo
OTH-0021,Bearer Box Mount,Other,part,1,,Bearer Box Mount
OTH-0022,Bristol Board,Other,consumable,1,,Bristol Board
OTH-0023,Bronze Hollow Shaft,Other,consumable,1,,Bronze hollow shaft
OTH-0024,Bronze Part,Other,part,1,,Bronze part
OTH-0025,Bronze Shaft,Other,consumable,1,1��� x 1���,Bronze shaft
OTH-0026,Calipax Duston,Other,part,1,,Calipax Duston
OTH-0027,Car Set,Other,part,1,,Car Set
OTH-0028,Concrete Pipe,Other,part,1,,DN125 x 40.5mm x 3900mm concrete pipe
OTH-0029,Convator Plate,Other,part,1,,Convator Plate
OTH-0030,Cover Plate,Other,part,1,,Cover Plate
OTH-0031,Covering Plate,Other,part,1,,Covering Plate (Plug)
OTH-0032,Cylinder,Other,part,1,,Cylinur
OTH-0033,Delivery Bend,Other,part,1,,DN125 x 90 Dx 275R Delivery Bend
OTH-0034,Detector Rings,Other,part,1,,Detector 8 Rings
OTH-0035,Disc,Other,part,1,6X7919,6X7919 disc
OTH-0036,Dog Log,Other,part,1,,Dog Log
OTH-0037,Double Sun Box,Other,part,1,,Double Sun Box
OTH-0038,Drod Plate,Other,part,1,,Drod Plate
OTH-0039,Drum Mixer Cable,Other,part,1,,Drum Mixer Cable
OTH-0040,Drying Rubber,Other,part,1,,Drying Rubber
OTH-0041,GWW Plug,Other,part,1,,GWW plug
OTH-0042,Gear Lever Book,Other,consumable,1,,Gear level book
OTH-0043,Gear Lever Lock Key,Other,part,1,,Gear lever lock key
OTH-0044,Grouser,Other,part,1,,Grouse
OTH-0045,Hout Plug,Other,part,1,,Hout Plug
OTH-0046,Idex,Other,part,1,,Idex
OTH-0047,Idex Head Fast,Other,part,1,,Idex head fast
OTH-0048,Motor Grader Cutting Blade,Other,part,1,"6""",Motor Grader Cutting Blade
OTH-0049,Mull Jark Seal T,Other,part,1,,Mull jark seal t
OTH-0050,Note Book,Other,consumable,1,,Note Book
OTH-0051,Nylon Shaft,Other,consumable,1,,Nylon shaft 6
OTH-0052,Pad Ink Bottle,Other,consumable,1,,Pad Ink Bottle
OTH-0053,Panadol Box,Other,consumable,1,,Panadol Box
OTH-0054,Perspack,Other,part,1,,Perspack 3mm 6*4
OTH-0055,Plastic Tray,Other,part,1,,Plastic Tray
OTH-0056,Puskara,Other,part,1,,Puskara
OTH-0057,Red Box,Other,part,1,,Red Box
OTH-0058,Rivers Needle,Other,part,1,,Rivers Needle
OTH-0059,Rod,Other,part,1,,The Rod and
OTH-0060,SPD,Other,part,1,,SPD
OTH-0061,Safety Shoes,Other,part,1,43,Safety Shoe — Pair
OTH-0062,Saline Bottle,Other,consumable,1,,Saline Bottle
OTH-0063,Screw Chain,Other,part,1,,Screw chain
OTH-0064,Shafting,Other,consumable,1,,2 Shatting
OTH-0065,Socket Sober,Other,part,1,,Socket Sober
OTH-0066,Spring Light Arm,Other,part,1,,Spring Light Arm
OTH-0067,Static Pad,Other,part,1,,Static Pad
OTH-0068,Tank Pump,Other,part,1,,tank pump
OTH-0069,Tractor Hitch Lock,Other,part,1,,Tractor Hitch Lock
OTH-0070,Truck Line Plate,Other,part,1,,Truck Line Plate
OTH-0071,Uphosting Lock,Other,part,1,,Uphosting Lock
OTH-0072,Vices Bum,Other,part,1,,Vices Bum
OTH-0073,Vintogeno,Other,part,1,,Vintogeno
OTH-0074,Water Dispenser,Other,part,1,,Water Dispenser
OTH-0075,Wheel (Ball),Other,part,1,,Wheel (ball)
OTH-0076,Wheel Idler,Other,part,1,30606220buk,wheel Idder
OTH-0077,Winder Bending,Other,part,1,,Winder Bending
OTH-0078,York A/C Compressor,Other,part,1,,York
OTH-0079,Zinc Coated Sheet,Other,consumable,1,,G-18 Zinc coated sheet
SRV-0001,Starter Motor Repair,Electrical,service,34,20/12/26,Starter Motor Repair (motor clutch) | Starting Defect Elec. Repair (Chech Starter Motor) | 21/12/26 Startor motor Repair | Starter Motor (After Repair) | Starter Motor Repair | Startor motor Repair
SRV-0002,A/C Repair,Electrical,service,23,,A/C Reapir | A/C Repair | A/C Repair 25/? | AC Repair
SRV-0003,Electrical Repair,Electrical,service,18,24V Relay 2,Elec system repair | Elec. repair | Electric Repair | Electrical Repair | Electrical Repair (horne Repair) | Electrical System repair | Electrical Repair (Light Signal)
SRV-0004,Injector Service,Engine Parts,service,17,,Injector Service | Injector Service washer
SRV-0005,Hydraulic Hose Repair,Belts & Hoses,service,16,Union 2,Hy hose repaor L | Hty/Hose Repair | Hy/Hose Repair | Hydraulic Hose Repair | Hydrolic Hose Repair | Hydraulic Hose Repair (Small)
SRV-0006,Shock Absorber Repair,Suspension & Steering,service,12,,Shock absorber repair (F) | Shock AB shobor Repair | Shock Absorber Repair | Shockabsober repair | Sockabsober repair | SockcapshoberBash Repair | Stockshober Repair
SRV-0007,Radiator Repair,Engine Parts,service,11,,Radiator Repair
SRV-0008,Spring Blade Repair,Suspension & Steering,service,11,,Spring Balde Repair | Spring Blade Repair | Spring Leaf Repair
SRV-0009,Alternator Repair,Electrical,service,10,,2. Alternator Repair | Alternator Repair | Crane Altrnator Repair | Alternator Repair (Battery Not Working)
SRV-0010,Radiator Cleaning,Engine Parts,service,10,,Radiator Cleaning
SRV-0011,Seat Cushion Work,Body & Cabin,service,8,,Seat Cushion Work (Front) | Seat Cushion Work | Seat cusion work | Seat cushion works
SRV-0012,Battery Post Repair,Battery,service,7,,1. Battery Post repair +1 | Battery Post Repair
SRV-0013,Injector Pump Repair,Engine Parts,service,7,26/12,Injector Pump Repair (Diesel leak) | Injector & Injector Pump Repair | Injector Pump Repair
SRV-0014,Injector Pump Service,Engine Parts,service,7,,FIP Repair & Service | Injection Pump Service | Injector Pump Repair & Service | Injector Pump Service
SRV-0015,Key Cutting,Other,service,7,,Key Cutling | Key Cutting
SRV-0016,Hand Brake Repair,Brakes & Clutch,service,5,,Hand Brake Repair
SRV-0017,Turbocharger Repair,Engine Parts,service,5,,Turbo Cherger Repair | Turbo Repair | Turbocharger (Repair)
SRV-0018,Injector Repair,Engine Parts,service,4,,Injector Repair 4nos | Inector repair | Injector Repair
SRV-0019,Leaf Spring Repair,Suspension & Steering,service,4,,Spring Leaf Repairs | Spring Blade Repair (Spare) | Spring Blade Repair (For Spares) | Spring Leafe Repair (For Spares)
SRV-0020,Light Repair,Electrical,service,4,,Light Repair
SRV-0021,Vehicle Scanning,Other,service,4,,Scan | Vehicle Scaning
SRV-0022,Brake Shoe Re-Lining,Brakes & Clutch,service,3,,Brake Shoe Re-lining
SRV-0023,Cylinder Head Repair,Engine Parts,service,3,,Cylinder Head Check/Repair | Engine Head (Front Repair) | Engine Head repair
SRV-0024,Engine Machine Work,Engine Parts,service,3,,Engine Machine Work - Edirisinghe | Engine Head Machine Work | Engine machine works
SRV-0025,Hose Repair,Belts & Hoses,service,3,Lenth 11 1/2,Hose Repair | Hose Repair (New 40) union | Hy/ Hose Repair (union)
SRV-0026,Seat Repair,Body & Cabin,service,3,,Seat repair
SRV-0027,Speedometer Repair,Electrical,service,3,,Speed Meter Repair | Speedo Meter Repair | Speedo motor (For Repair)
SRV-0028,Wiper Motor Repair,Electrical,service,3,,Viper Motor Repair | Wiper Motor Repair
SRV-0029,Coil Rewinding,Electrical,service,2,,Coil Re-winding | Rotery Coil Winding
SRV-0030,Engine Reboring,Engine Parts,service,2,,Engine Boring | Re Boring
SRV-0031,Feed Pump Repair,Engine Parts,service,2,,Feed Pump Repair
SRV-0032,Fiber Work,Body & Cabin,service,2,,Bonnet panel fiber work | Fiber Work
SRV-0033,Fuel Rail Cleaning,Engine Parts,service,2,,Fuel Rail (Clean) | Fuel Rail Cleaning
SRV-0034,Fuel System Repair,Engine Parts,service,2,,Fuel sys repair | fuel system repair
SRV-0035,Idler Wheel Repair,Tyres & Wheels,service,2,,Edle Wheel Repair | Idler Wheel Repair
SRV-0036,Labour Charges,Other,service,2,,Labour charges
SRV-0037,Signal Light Repair,Electrical,service,2,,Signal Light Repair
SRV-0038,Slip Ring Repair,Electrical,service,2,,Ship Ring repair | Swip Ring Repair
SRV-0039,Steering Rack Repair,Suspension & Steering,service,2,,Steering Rack Assy (Repair/Purchase) | Steering Rack Repair
SRV-0040,Upper Arm Ball Joint Repair,Suspension & Steering,service,2,,Upper Arm Ball Joint Repair
SRV-0041,2 Way Welding Plant Switch,Electrical,service,1,,1. 2 Way Welding Plant Switch
SRV-0042,AC Compressor Repair,Electrical,service,1,,AC Compressor Roaring
SRV-0043,Air Hose Repair,Belts & Hoses,service,1,,Air Hose Repair
SRV-0044,Alternator & Light Repair,Electrical,service,1,,Alternator & Light Repair
SRV-0045,Armature Replacement,Electrical,service,1,,Re place Armature
SRV-0046,Balcon Level Repair,Other,service,1,,Balcon Level repair
SRV-0047,Battery Charger Repair,Battery,service,1,,Battery Charger repair
SRV-0048,Battery Pad Repair,Battery,service,1,,Battery pad repair
SRV-0049,Battery Repair,Battery,service,1,,Battery Repair 28-4314
SRV-0050,Bonnet Cable Repair,Body & Cabin,service,1,,Bonet Cable Repair
SRV-0051,Brake Liner Repair,Brakes & Clutch,service,1,,Brake liner repair
SRV-0052,Brake Relining,Brakes & Clutch,service,1,,Brake Relining
SRV-0053,Cab Interior & Full Service,Other,service,1,,Cab Interior & Full Service
SRV-0054,Carture Machine Motor Repair,Electrical,service,1,,Carture Machine Motor Repair
SRV-0055,Clutch Plate Relining,Brakes & Clutch,service,1,,Clutch plate relining
SRV-0056,Compressor Boring,Engine Parts,service,1,,Compressor borng
SRV-0057,Concrete Mixer Repair,Other,service,1,,Concrete Mixer Repair
SRV-0058,Cylinder Head Check,Engine Parts,service,1,,Cylinder head Check (Valve Seal/Guide/Facing)
SRV-0059,Cylinder Repair,Hydraulics,service,1,,Cylinder Repair (Right Side)
SRV-0060,Dashboard Repair,Body & Cabin,service,1,,Dash board repar (meter External Repair)
SRV-0061,Display Repair,Electrical,service,1,,"Display repair,"
SRV-0062,Door Handle Repair,Body & Cabin,service,1,,Door Handle Repair
SRV-0063,Electric Air Compressor Rewinding,Electrical,service,1,,Rewinding Electric Air Compressor
SRV-0064,Engine Head Pressure Check,Engine Parts,service,1,,Engine Head (Presure Check)
SRV-0065,Engine Head Repair Gasket,Engine Parts,service,1,,Engine Head Repair Gasket
SRV-0066,Engine Machining Work,Engine Parts,service,1,,Engine machining work (full set)
SRV-0067,Engine Service,Engine Parts,service,1,,Engine Service
SRV-0068,Fan (Welding Plant),Welding & Gas,service,1,,2. Fan (welding Plant)
SRV-0069,Fuel Feed Pump Repair,Engine Parts,service,1,,Fuel Feed Pump repair (Oil leak)
SRV-0070,Fuel Hose Repair,Belts & Hoses,service,1,,Fuel hose repair
SRV-0071,Gearbox Reconditioning,Transmission & Drivetrain,service,1,,Re-condition Gear Box
SRV-0072,Grease Hose Repair,Belts & Hoses,service,1,,Grease Hose Repair
SRV-0073,Hand Brake Cable Repair,Brakes & Clutch,service,1,,Hand Brake Cable Repair
SRV-0074,Hand Brake Liner Repair,Brakes & Clutch,service,1,,Hand Brake Liner Repair
SRV-0075,Head Light & Ignition Switch Repair,Electrical,service,1,,"Head Light, Equition Switch repair"
SRV-0076,Hood Fiber Repair,Body & Cabin,service,1,,Fibre (Hood Repair Fiber)
SRV-0077,Hydraulic Pump Repair,Hydraulics,service,1,,Hydrolic Pump Repair
SRV-0078,Injector Pump & Nozzle Cleaning,Engine Parts,service,1,,injector pump with nozzel cleaning
SRV-0079,Intercooler Repair,Engine Parts,service,1,,Turbo Cooler (Inter Cooler) Repair
SRV-0080,JCB Tyne Repair,Other,service,1,,JCB Tyne Repair
SRV-0081,Jack Shaft Repair,Transmission & Drivetrain,service,1,,Jack shaft repair
SRV-0082,Key & Keyway Cutting,Other,service,1,,Key and Key way cutting
SRV-0083,Keyway Cutting,Other,service,1,,Key Way Cutting For Wheel
SRV-0084,Lower Arm / Upper Arm / Tie Rod End Repair,Suspension & Steering,service,1,,Lower arm / Upper arm / Tie rod end repair
SRV-0085,Lower Arm Bush Replacement,Suspension & Steering,service,1,,Lower am bush replace
SRV-0086,Meter Board Repair,Electrical,service,1,,Meter Board Repair
SRV-0087,Mid Axle Repair,Transmission & Drivetrain,service,1,,Mid Axel Repair
SRV-0088,Number Plate Repair,Body & Cabin,service,1,,Number Plate Repair
SRV-0089,Operator Seat Repair,Body & Cabin,service,1,,Operator seat repair
SRV-0090,Power Steering Box Repair,Suspension & Steering,service,1,,Power steering box repair
SRV-0091,Power Steering Hose Repair,Suspension & Steering,service,1,,Power Steering Hose repair
SRV-0092,Power Steering Pump Repair,Suspension & Steering,service,1,,Power Steering Pump Repair
SRV-0093,Power Steering Rack Oil Leak Repair,Suspension & Steering,service,1,,Power steering rack oil leak
SRV-0094,Pressor Cartur Motor Repair,Electrical,service,1,,Pressor Cartur Motor Repair
SRV-0095,Radiator Fan Cover Repair,Engine Parts,service,1,,Radiator fan cover repair
SRV-0096,Seat Cushion Repair,Body & Cabin,service,1,,Seat Repair (cushion)
SRV-0097,Service Gun Repair,Tools,service,1,,Service Gun Repair
SRV-0098,Shaft Repair,Transmission & Drivetrain,service,1,,Shaft Repair
SRV-0099,Shock Absorber Bush Replacement,Suspension & Steering,service,1,,Shocks absorber bush replace
SRV-0100,Silencer Repair,Engine Parts,service,1,,sylencer repair
SRV-0101,Slip Ring & Bearing Replacement,Electrical,service,1,,slip ring and bearing replace
SRV-0102,Spring Blade Bush Replacement,Suspension & Steering,service,1,,Spring Blade Bush Replacing
SRV-0103,Spring Leaf Repair,Suspension & Steering,service,1,,Spring Leaf Repair Charges
SRV-0104,Sprocket Repair,Transmission & Drivetrain,service,1,,Sprocket Repair
SRV-0105,Steering Repair,Suspension & Steering,service,1,,Steering Repair
SRV-0106,Stop Cable Repair,Engine Parts,service,1,,Stop Cable Repair
SRV-0107,Suspension Arm Bush Fixing & Repair,Suspension & Steering,service,1,,Suspensor Arm (For Fixing Bush & Repair)
SRV-0108,Tail Light Repair,Electrical,service,1,,Light Repair (Tail light)
SRV-0109,Track Repair,Transmission & Drivetrain,service,1,,Track Repair
SRV-0110,Track Repair / Bush Turning,Other,service,1,,Track Repair / Bush Turning
SRV-0111,Truck Line Repair,Other,service,1,,Truck Line Repair
SRV-0112,Upper Arm Adjust Plate,Suspension & Steering,service,1,,Uppa arm adjust plate
SRV-0113,Upper Arm Bush Replacement,Suspension & Steering,service,1,,Upper arm bush replace
SRV-0114,Water Pump Repair,Engine Parts,service,1,,Water Pump Repair
SRV-0115,Water Pump Service,Engine Parts,service,1,,Water Pump Service
SRV-0116,Wheel Alignment,Suspension & Steering,service,1,,Wheel Alignment
SRV-0117,Wiper Arm Repair,Body & Cabin,service,1,,Wiper Arm Repair
SUS-0001,Bush,Suspension & Steering,part,20,60x95x90 | 80x85x75 | 80x95x100,19mm Bush | 70*85*70mm Bush | 80*95*95mm Bush | 80x95x90mm Bush | Bush | Bush 65*70*85 | Bush 70*85*75 | Bush 80*95*100
SUS-0002,Shock Absorber,Suspension & Steering,part,11,48551-OKO50,Shock Abshober | Shok Abshober | 5. Cabin Shock Absorber | 5. Shock absorber | Front Shock absorber | Rear Shock absorber | Shock Absorber | Rear Sockabshober-48551-OKO50 (Gas Filled) | Shocket Sober With Bush (Rear)
SUS-0003,Shock Absorber Bush,Suspension & Steering,part,9,,Seal Shock Absorber Bush | Shock absorber bush | Shockabsober bush | Shocket Sober With Bush | Shok Abshober Bush | Socket Sober Bush
SUS-0004,Stabilizer Bar Bush,Suspension & Steering,part,9,,Balance Bar Bush | Balance Bar Bush (D-Bush) | D Bush | Stabilizer bar D bush
SUS-0005,Tie Rod End,Suspension & Steering,part,9,,3. Tie rod end | Ball Joint (Tie Rod End) | Tie Rod End
SUS-0006,Lower Arm Ball Joint,Suspension & Steering,part,7,,2. Lower arm ball joint | Lower Arm Ball Joint | Lower Ball joint | Lower Arm Ball Joint (R) | Lower arm ball joint (LH & RH)
SUS-0007,Dust Boot,Suspension & Steering,part,6,,Dust Boot | bust boot
SUS-0008,Arm Bush,Suspension & Steering,part,5,,Lower Arm Bash | Upper Arm Bash | Arm Bush | Arm coller Bush
SUS-0009,Ball Joint,Suspension & Steering,part,5,,Ball Joint (Up & Down) | 4. Ball joint | Ball Joint | Front Ball Joint
SUS-0010,Collar Bush,Suspension & Steering,part,5,80x100x50,Bush (Collor bush) | Collar Bush | Coller Bush | Coller Bush 65*70*80 | Coller bush 80*100*50
SUS-0011,Power Steering Hose,Suspension & Steering,part,5,,Power Steering Hose | Power Steering Presure Hose
SUS-0012,Upper Arm Ball Joint,Suspension & Steering,part,5,,Upper arm ball joint it | 1. Upper arm ball joint | Upper Arm Ball Joint
SUS-0013,Upper Arm Bush,Suspension & Steering,part,5,,Upper Arm Bush
SUS-0014,King Pin Set,Suspension & Steering,part,3,,King Pin Set
SUS-0015,Stabilizer Link End,Suspension & Steering,part,3,,4. Link end | Link end | Stabilzer bar link end
SUS-0016,Tie Rod End With Rack End,Suspension & Steering,part,3,,Tie rod end with rack en | Tie Rod End With Rack End
SUS-0017,D-Bush Mounting Bush,Suspension & Steering,part,2,,D Bush Mounting Bolt Bush | D bush mounting bush
SUS-0018,Link End Bush,Suspension & Steering,part,2,,Link end Bush
SUS-0019,Lower Arm Bush,Suspension & Steering,part,2,,Lower Arm Bush
SUS-0020,Power Steering Box,Suspension & Steering,part,2,,Power Steering Box | Wheel Power Steering Box
SUS-0021,Shock Absorber Bolt,Suspension & Steering,part,2,,Cabin Shocks Absorber Bolt | Shock absorber Bolt
SUS-0022,Stabilizer Bar Link Bush,Suspension & Steering,part,2,,Stabilizer bar Link and bush | Stabilizer bar Link bush
SUS-0023,Air Balloon,Suspension & Steering,part,1,,Air Ballon
SUS-0024,Bolt Insulator Bush,Suspension & Steering,part,1,,Bolt insulator bush
SUS-0025,Boot,Suspension & Steering,part,1,,Boot
SUS-0026,Bush (Long Arm),Suspension & Steering,part,1,,Bush (Long Arm)
SUS-0027,C-Bush,Suspension & Steering,part,1,55%,C-Bush
SUS-0028,Cabin Air Balloon,Suspension & Steering,part,1,,Cabin Air balloon
SUS-0029,Coil Spring Spacer,Suspension & Steering,part,1,,Coil spring spacer
SUS-0030,Counter Link Ball Joint,Suspension & Steering,part,1,,Conter link hall joint
SUS-0031,Drop Arm,Suspension & Steering,part,1,,Drop arm
SUS-0032,Front Ball Joint Stud,Suspension & Steering,part,1,,Front Ball Joint Stud
SUS-0033,Front Spring Leaf Pin,Suspension & Steering,part,1,,Front S/leaf Pin
SUS-0034,Hub Lock,Suspension & Steering,part,1,,Hub Lock
SUS-0035,Idler Arm,Suspension & Steering,part,1,,7. Idle arm
SUS-0036,Idler Arm Bush,Suspension & Steering,part,1,,Idle aom hush
SUS-0037,King Pin Spacer,Suspension & Steering,part,1,,King Pin Spacer
SUS-0038,Leaf Spring Anchor,Suspension & Steering,part,1,,Spring Leaf Anchor
SUS-0039,Leaf Spring Set,Suspension & Steering,part,1,,Spring Lea Set (Rear)
SUS-0040,Link Bar Bush,Suspension & Steering,part,1,,Link Bar Bush
SUS-0041,Link End Bush With Bolt,Suspension & Steering,part,1,,Link End Bush with Bolt
SUS-0042,Looser Arm Limit Mount,Suspension & Steering,part,1,,Looser Arm Limit mount
SUS-0043,Lower Control Arm Mount,Suspension & Steering,part,1,,Lower Control Arm Mount
SUS-0044,Power Steering Pump,Suspension & Steering,part,1,,Power steering pump
SUS-0045,Power Steering Pump Gasket,Suspension & Steering,part,1,,Power steering Pump gasket
SUS-0046,Power Steering Pump O-Ring,Suspension & Steering,part,1,,Pls Pump O-ring
SUS-0047,Power Steering Pump Vanes,Suspension & Steering,part,1,,Pls pump Vanes (Assy)
SUS-0048,Rack End Ball Joint,Suspension & Steering,part,1,,Rack end Ball Joint
SUS-0049,Rack End Boot,Suspension & Steering,part,1,,Rack end boot
SUS-0050,Rack End Hook,Suspension & Steering,part,1,,Rack end hook
SUS-0051,Rack Mount,Suspension & Steering,part,1,,Rack Mount
SUS-0052,Rear Shock Absorber,Suspension & Steering,part,1,,Rear Shockabsober
SUS-0053,Rubber Bush,Suspension & Steering,part,1,,Rubber Bush
SUS-0054,Spring Leaf Bracket,Suspension & Steering,part,1,,Spring Leaf Bracket
SUS-0055,Spring Leaf Bush,Suspension & Steering,part,1,,S/Leaf Bush
SUS-0056,Spring Shackle,Suspension & Steering,part,1,,Spring Suckle
SUS-0057,Stabilizer,Suspension & Steering,part,1,,LH Stablizer
SUS-0058,Stabilizer Link,Suspension & Steering,part,1,,Stablizer Link
SUS-0059,Steering Cap,Suspension & Steering,part,1,,Steering Cap
SUS-0060,Steering Cover,Suspension & Steering,part,1,,Steering Cover
SUS-0061,Steering Damper,Suspension & Steering,part,1,,6. Steering damper
SUS-0062,Steering Link End,Suspension & Steering,part,1,,Link End Steering
SUS-0063,Steering Rack Assembly,Suspension & Steering,part,1,,Steering Rack Assy
SUS-0064,Steering Rack End,Suspension & Steering,part,1,,Stee rack end (LH & RH)
SUS-0065,Steering Shaft,Suspension & Steering,part,1,,Steering Shaft
SUS-0066,Steering Shaft Rubber Cover,Suspension & Steering,part,1,,Steering Shaft Rubber Cover
SUS-0067,Steering Shaft Universal Joint,Suspension & Steering,part,1,,Steering shaft universal joint
SUS-0068,Steering Wheel,Suspension & Steering,part,1,,Steering Wheel
SUS-0069,Steering Wheel Shaft,Suspension & Steering,part,1,,Steering Wheel Shaft
